"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"Exercise,Nutrition,&Health","100","001","202","2.796","24.3","6.9","23.8","11.9","25.2","5.4","2.0",".",".",".",".",".",".","0.5",".","."
"","116","001","22","3.705","50.0","40.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","002","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Aid & Basic Life Support","","Course Total","41","3.780","63.4","29.3","7.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Kinesiology","119","001","97","3.729","74.2","11.3","5.2","3.1","4.1","1.0",".",".",".",".",".",".","1.0",".",".","."
"Living well: LIfestyle balance","123","001","16","3.750","81.3",".","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","125","001","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125","002","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125","003","16","",".",".",".",".",".",".",".","93.8",".",".",".",".",".",".","6.3","."
"","125","004","23","4.000","13.0",".",".",".",".",".",".","82.6",".",".",".",".",".",".","4.3","."
"Adapted Fitness&Pers Traing","","Course Total","80","4.000","3.8",".",".",".",".",".",".","93.8",".",".",".",".",".",".","2.5","."
"Intro to Athletic Training","127","001","34","3.353","38.2","35.3","14.7",".","5.9","2.9","2.9",".",".",".",".",".",".",".",".","."
"Sci&Pract Resistance Training","140","001","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Choosing To Move","145","001","24","3.848","75.0","16.7",".","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"","197","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","197","002","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technique-Athletic Training","","Course Total","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Anat Hum Mov","227","001","43","3.452","51.2","11.6","16.3","11.6","7.0",".",".",".",".",".",".",".","2.3",".",".","."
"Human Physiology and Health","235","001","34","3.132","29.4","11.8","32.4","8.8","17.6",".",".",".",".",".",".",".",".",".",".","."
"","300","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","002","35","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Kinesiology","","Course Total","46","3.987","97.8","2.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiology of Exercise","314","001","63","3.548","39.7","30.2","30.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessmnt & Rsch-Phys Activity","315","001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adapted Physical Activity","316","001","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement","318","001","70","3.364","38.6","18.6","24.3","14.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","325","001","19","3.842","78.9","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","325","003","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Group Develop & Behav Manage","","Course Total","37","3.892","86.5","8.1","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Curr Topic-Outdoor Pursuits","327","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research in Kinesiology","330","001","58","3.716","55.2","32.8","12.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Exercise Psychology","350","001","52","3.539","50.0","23.1","15.4","5.8","1.9","1.9",".",".",".",".",".",".","1.9",".",".","."
"Soc-Cult of Phys Act","355","001","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Therapeutic Strategies I","357","001","10","3.500","30.0","50.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Lifespan Motor Development","360","001","34","3.926","88.2","8.8","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Learning&Performance","361","001","39","3.395","25.6","35.9","25.6","10.3",".",".",".",".",".",".",".",".","2.6",".",".","."
"Pract:Adapted Physical Educ","365","001","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Meth & Prac of Games & Fitness","372","001","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Phys Ed","375","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 104 of 423",""
