"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","200
001","76","2.797","25.0","11.8","26.3","6.6","15.8","3.9","7.9","1.3",".",".",".",".","1.3",".",".","."
"","200
002","105","2.655","21.0","12.4","16.2","19.0","15.2","6.7","7.6","1.9",".",".",".",".",".",".",".","."
"","200
003","121","3.092","28.1","9.9","32.2","18.2","8.3","0.8","1.7","0.8",".",".",".",".",".",".",".","."
"","004
200","108","2.958","32.4","9.3","28.7","8.3","11.1","4.6","5.6",".",".",".",".",".",".",".",".","."
"Programming I","Course Total","410","2.891","26.8","10.7","26.1","13.7","12.2","3.9","5.4","1.0",".",".",".",".","0.2",".",".","."
"","240
001","82","3.136","28.0","13.4","24.4","23.2","9.8",".",".",".",".",".",".",".","1.2",".",".","."
"","240
002","112","2.963","16.1","14.3","30.4","23.2","9.8","2.7",".",".",".",".",".",".","3.6",".",".","."
"Intro to Discrete Mathematics","Course Total","194","3.037","21.1","13.9","27.8","23.2","9.8","1.5",".",".",".",".",".",".","2.6",".",".","."
"","252
002","200","3.175","32.0","18.0","22.0","14.0","12.0","1.5","0.5",".",".",".",".",".",".",".",".","."
"","252
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","252
004","194","2.930","20.6","20.6","14.9","20.1","20.6","2.1","1.0",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","397","3.059","26.7","19.1","18.6","16.9","16.1","1.8","0.8",".",".",".",".",".",".",".",".","."
"","298
122","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
139","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
147","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
002","189","3.130","28.0","21.7","30.2","8.5","3.7","5.8","2.1",".",".",".",".",".",".",".",".","."
"","003
300","165","3.070","22.4","22.4","29.7","13.3","4.2","6.1","1.2","0.6",".",".",".",".",".",".",".","."
"","300
005","128","2.875","20.3","17.2","34.4","10.9","3.1","9.4","4.7",".",".",".",".",".",".",".",".","."
"","300
006","122","2.926","20.5","17.2","32.8","13.9","4.1","6.6","4.1",".",".",".",".",".","0.8",".",".","."
"Programming II","Course Total","604","3.018","23.3","20.0","31.5","11.4","3.8","6.8","2.8","0.2",".",".",".",".","0.2",".",".","."
"","001
301","77","3.243","26.0","28.6","29.9","9.1","1.3","1.3","2.6","1.3",".",".",".",".",".",".",".","."
"","301
002","187","3.235","28.3","29.9","19.3","12.8","3.2","2.1","2.1","1.6",".",".",".",".","0.5",".",".","."
"","301
003","188","3.339","35.6","25.0","20.7","11.2","4.8","0.5","1.1","1.1",".",".",".",".",".",".",".","."
"Intro Data Programming","Course Total","452","3.280","31.0","27.7","21.7","11.5","3.5","1.3","1.8","1.3",".",".",".",".","0.2",".",".","."
"","304
002","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
010","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
012","8","3.625","62.5",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","53","3.915","90.6","1.9","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
001","107","3.187","24.3","16.8","43.0","9.3","4.7","0.9","0.9",".",".",".",".",".",".",".",".","."
"","310
002","113","2.959","13.3","22.1","31.9","17.7","8.8",".","3.5","0.9",".",".",".",".","1.8",".",".","."
"Prob Solvng Using Computers","Course Total","220","3.071","18.6","19.5","37.3","13.6","6.8","0.5","2.3","0.5",".",".",".",".","0.9",".",".","."
"Digital System Fundamentals","352
001","17","3.147","41.2","17.6","11.8","11.8","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"","354
001","171","2.889","28.7","14.6","12.9","21.6","13.5","3.5","5.3",".",".",".",".",".",".",".",".","."
"","002
354","151","2.903","29.1","10.6","18.5","20.5","11.3","3.3","5.3",".",".",".",".",".","1.3",".",".","."
"","354
003","42","3.702","66.7","14.3","11.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","364","2.989","33.2","12.9","15.1","19.5","11.0","3.0","4.7",".",".",".",".",".","0.5",".",".","."
"","368
001","63","",".",".",".",".",".",".",".",".",".","95.2","4.8",".",".",".",".","."
"","368
002","85","",".",".",".",".",".",".",".",".",".","96.5","3.5",".",".",".",".","."
"Learn a Programming Language","Course Total","148","",".",".",".",".",".",".",".",".",".","95.9","4.1",".",".",".",".","."
