"Advanced Consumer Behavior","888
001","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Seminar in Fam Economic Policy","930
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Research and Thesis","990
024","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CNSR SCI
271","Dept. Total","1784","3.547","57.0","23.3","9.2","5.4","2.9","1.3","0.2","0.5","",".",".","",".","",".","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.494","65.0","17.5","5.8","4.9","4.9","1.0","1.0",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","344","3.599","68.0","18.0","7.3","2.3","3.5","0.9",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","538","3.536","51.9","26.6","10.0","6.3","3.5","1.3",".",".","",".",".","",".","",".","",".",".",".","0.4"
"Senior","","777","3.534","54.4","24.2","10.2","6.4","1.9","1.7","0.4","0.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1762","3.544","56.9","23.3","9.3","5.5","2.9","1.4","0.2","0.3","",".",".","",".","",".","",".",".",".","0.1"
"Special","","6","3.700","33.3","33.3",".",".",".",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","16","3.833","68.8","18.8","6.3",".",".",".",".","6.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1784","3.547","57.0","23.3","9.2","5.4","2.9","1.3","0.2","0.5","",".",".","",".","",".","",".",".",".","0.1"
