"ALS","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","426","3.309","35.2","16.2","14.8","6.6","3.8","0.2","0.5","13.6","0.2","5.6","",".","1.9","0.5","0.2","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","100.0","",".",".",".",".",".","."
"Sophomore","","15","3.188",".","6.7","13.3",".",".",".",".",".",".","80.0","",".",".",".",".",".","."
"Junior","","45","2.904","24.4","13.3","15.6","20.0","6.7",".","2.2",".",".","17.8","",".",".",".",".",".","."
"Senior","","251","3.337","46.2","21.1","17.9","7.6","5.2","0.4","0.4",".",".",".","",".",".","0.8","0.4",".","."
"Undergraduates","","315","3.276","40.3","19.0","17.1","8.9","5.1","0.3","0.6",".",".","7.6","",".",".","0.6","0.3",".","."
"Special","","7","4.000","28.6",".",".",".",".",".",".","28.6",".",".","",".",".",".",".","42.9","."
"Graduate","","104","3.579","20.2","8.7","8.7",".",".",".",".","53.8","1.0",".","",".","7.7",".",".",".","."
"","Dept. Total","426","3.309","35.2","16.2","14.8","6.6","3.8","0.2","0.5","13.6","0.2","5.6","",".","1.9","0.5","0.2","0.7","."
