"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"","LANG & CULTURES OF ASIA - LA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","",""
"Second Semester Asian Language","302","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Hmong","308","001","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Indonesian","310","001","11","3.318","63.6",".","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Second Semester Thai","318","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Vietnamese","320","001","8","3.250","50.0","25.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Second Semester Hindi","354","001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Persian","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Modern Tibetan","370","001","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Filipino","406","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Hmong","408","001","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Indonesian","410","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Thai","418","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Vietnamese","420","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Hindi","454","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Persian","464","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","470","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","470","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Modern Tibetan","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Fourth Semester Urdu","472","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Filipino","506","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Hmong","508","001","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","510","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","510","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Indonesian","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Sixth Semester Thai","518","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Vietnamese","520","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Urdu","572","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"8th Semester Asian Language","602","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Readings in Sanskrit","675","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
