"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","341","3.932","91.8","7.0","0.6",".","0.3","",".","0.3",".","",".",".","",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","78","3.929","96.2","1.3","1.3",".",".","",".","1.3",".","",".",".","",".","",".","",".",".",".","."
"Junior","","87","3.936","89.7","9.2",".",".","1.1","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","142","3.929","90.8","9.2",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","329","3.935","92.4","6.7","0.3",".","0.3","",".","0.3",".","",".",".","",".","",".","",".",".",".","."
"Special","","12","3.824","66.7","16.7","8.3",".",".","",".",".","8.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","College Total","345","3.932","91.6","7.0","0.6",".","0.3","",".","0.3","0.3","",".",".","",".","",".","",".",".",".","."
