"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","1772","3.599","57.7","18.2","14.6","2.9","3.1","0.4","0.5","2.3","0.1",".","",".","0.2","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","117","3.433","43.6","27.4","14.5","7.7","4.3","2.6",".",".",".",".","",".",".",".",".",".","."
"Sophomore","566","3.610","56.2","22.6","15.2","2.1","2.5","0.5","0.5","0.2",".",".","",".",".","0.2",".",".","."
"Junior","495","3.581","59.2","17.8","15.2","3.2","3.6",".","0.8",".",".",".","",".",".","0.2",".",".","."
"Senior","492","3.624","62.2","14.0","15.9","2.6","3.7",".","0.2","1.2",".",".","",".",".","0.2",".",".","."
"Undergraduates","1670","3.591","58.0","19.0","15.3","3.0","3.3","0.4","0.5","0.4",".",".","",".",".","0.2",".",".","."
"Special","14","3.510","64.3","21.4",".","7.1",".","7.1",".",".",".",".","",".",".",".",".",".","."
"Graduate","87","3.933","51.7","2.3","2.3",".",".",".",".","39.1","1.1",".","",".","3.4",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1772","3.599","57.7","18.2","14.6","2.9","3.1","0.4","0.5","2.3","0.1",".","",".","0.2","0.2",".",".","."
