"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"649
Specl Topic-Structural Engr","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"669","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"669","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"669","006","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","18","3.775","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"679
Topic-Transprtatn&City Plan","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694
Mgmt-Civil Infrastruct Sys","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","28","3.945","89.3","7.1",".",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"703
Environmental Geochemistry","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"722
Chemical Principles of Env Eng","003","","16","3.813","81.3",".","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Unsaturated Soil Geoengr","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"749","001","","15","3.200","20.0","20.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"749","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-Structural Engr","Course Total","","16","3.265","25.0","18.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","17","",".",".",".",".",".",".",".","82.4","5.9",".",".",".","5.9",".","5.9","."
"821
Envir Engr:Biologic Treatmt","003","","13","3.423","7.7","69.2","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 119 of 423",""
