"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"834
Empir Proc&Semiparmtrc Infernc","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"850
Thry&Appl-Regres&Anal VarII","001","","35","3.571","40.0","40.0","17.1",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"877
Statistical Methods-Molec Biol","001","","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","194","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","195","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","240","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","242","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","261","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","263","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","268","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","299","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","54","",".",".",".",".",".",".",".","74.1",".",".",".","25.9",".",".",".","."
"992","001","","30","3.483","33.3","30.0","30.0","3.3",".",".",".","3.3",".",".",".",".",".",".",".","."
"992","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar","Course Total","","41","3.625","51.2","22.0","22.0","2.4",".",".",".","2.4",".",".",".",".",".",".",".","."
"998
Statistical Consulting","001","","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
