"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","47","2.109","6.4","2.1","25.5","6.4","34.0","12.8","10.6","2.1",".",".",".",".",".",".",".","."
"","112
002","30","1.933","3.3","10.0","10.0","16.7","26.7","20.0","13.3",".",".",".",".",".",".",".",".","."
"","112
003","49","2.265","10.2","4.1","18.4","8.2","40.8","14.3","4.1",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","126","2.128","7.1","4.8","19.0","9.5","34.9","15.1","8.7","0.8",".",".",".",".",".",".",".","."
"","113
001","45","3.244","13.3","46.7","22.2","11.1","6.7",".",".",".",".",".",".",".",".",".",".","."
"","113
002","48","2.677","4.2","20.8","20.8","27.1","20.8","6.3",".",".",".",".",".",".",".",".",".","."
"","113
003","26","3.019","3.8","23.1","50.0","19.2","3.8",".",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","119","2.966","7.6","31.1","27.7","19.3","11.8","2.5",".",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","114
001","52","2.640","25.0","9.6","21.2","9.6","9.6","13.5","7.7","1.9",".",".",".",".","1.9",".",".","."
"","130
001","17","3.353","11.8","52.9","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","130
002","17","3.235","29.4","41.2",".","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","34","3.294","20.6","47.1","14.7","11.8","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"Math for Tchng: Geom&Measrmnt","131
001","15","3.833","80.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","132
001","18","3.083","27.8","11.1","22.2","27.8","11.1",".",".",".",".",".",".",".",".",".",".","."
"","132
002","15","3.333","40.0","13.3","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","33","3.197","33.3","12.1","24.2","21.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","45","3.067","28.9","20.0","15.6","11.1","22.2","2.2",".",".",".",".",".",".",".",".",".","."
"","211
001","298","2.923","21.1","13.4","29.5","14.8","15.4","4.4","1.3",".",".",".",".",".",".",".",".","."
"","211
002","207","2.841","19.3","11.1","30.0","18.8","12.1","6.8","1.9",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","505","2.889","20.4","12.5","29.7","16.4","14.1","5.3","1.6",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","001
213","164","3.206","34.8","14.6","34.1","3.0","6.7","4.9","1.2",".",".",".",".",".","0.6",".",".","."
"Calc with Algebra & Trig II","217
001","208","2.894","28.4","4.8","34.6","5.8","15.4","10.1","1.0",".",".",".",".",".",".",".",".","."
"","221
001","200","2.689","18.5","7.0","34.5","9.5","14.5","11.5","3.5",".",".",".",".",".","1.0",".",".","."
"","002
221","237","2.534","13.9","6.8","35.0","8.0","15.6","15.6","4.2",".",".",".",".",".","0.4",".",".","0.4"
"Calculus&Analytic Geometry 1","Course Total","437","2.605","16.0","6.9","34.8","8.7","15.1","13.7","3.9",".",".",".",".",".","0.7",".",".","0.2"
"","222
001","274","2.808","26.6","12.0","23.0","11.3","12.4","6.9","6.6",".",".",".",".",".","0.7",".",".","0.4"
"","222
002","226","2.670","14.6","19.0","21.7","12.8","15.9","10.6","4.4",".",".",".",".",".","0.9",".",".","."
"","003
222","247","2.763","19.8","17.8","23.9","11.3","11.3","9.7","5.3",".",".",".",".",".","0.8",".",".","."
"","004
222","249","2.706","20.5","13.7","20.1","13.3","14.1","9.6","5.2",".",".",".",".",".","3.6",".",".","."
"Calculus&Analytic Geometry 2","Course Total","996","2.740","20.7","15.5","22.2","12.1","13.4","9.1","5.4",".",".",".",".",".","1.5",".",".","0.1"
"","228
033","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
036","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","211","3.175","35.1","13.7","26.5","10.9","9.5","3.3","0.9",".",".",".",".",".",".",".",".","."
"","002
234","242","3.102","38.0","11.6","20.7","9.5","14.0","2.5","3.3",".",".",".",".",".","0.4",".",".","."
"","234
003","261","2.851","22.6","19.2","21.1","12.6","10.0","10.7","3.1","0.4",".",".",".",".","0.4",".",".","."
"Calc--Functns of Variables","Course Total","714","3.032","31.5","15.0","22.5","11.1","11.2","5.7","2.5","0.1",".",".",".",".","0.3",".",".","."
"","240
001","59","3.068","23.7","15.3","25.4","25.4","8.5","1.7",".",".",".",".",".",".",".",".",".","."
"","240
002","59","3.009","23.7","10.2","18.6","32.2","11.9",".",".",".",".",".",".",".","3.4",".",".","."
"Intro to Discrete Mathematics","Course Total","118","3.039","23.7","12.7","22.0","28.8","10.2","0.8",".",".",".",".",".",".","1.7",".",".","."
"","303
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","Page 272 of 423",""
