"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"990","130","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","131","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","132","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","133","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation Research","Course Total","","70","",".",".",".",".",".",".",".","30.0",".",".",".","70.0",".",".",".","."
"999","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","105","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading for PhD Prelims","Course Total","","19","4.000","15.8",".",".",".",".",".",".","78.9",".",".",".","5.3",".",".",".","."
