"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","24","3.292","33.3","25.0","29.2",".","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","002
101","24","3.021","37.5","8.3","25.0","12.5","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"","101
003","22","3.341","40.9","9.1","36.4","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","004
101","23","3.196","43.5","13.0","26.1",".","8.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","101
005","17","3.176","29.4","11.8","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"First Semester Spanish","Course Total","110","3.205","37.3","13.6","29.1","7.3","8.2","1.8","2.7",".",".",".",".",".",".",".",".","."
"","102
002","15","3.400","26.7","40.0","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","24","3.521","50.0","20.8","16.7","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","004
102","23","3.196","34.8","17.4","30.4","4.3","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","102
005","22","3.295","36.4","13.6","27.3","18.2","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
007","20","3.175","45.0","10.0","25.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","102
008","17","3.441","52.9","5.9","29.4",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","121","3.335","41.3","17.4","24.8","8.3","5.8","0.8","1.7",".",".",".",".",".",".",".",".","."
"","203
001","15","3.367","33.3","26.7","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","203
002","19","3.500","47.4","26.3","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","203
003","19","3.553","52.6","15.8","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","21","3.810","81.0",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","21","3.375","42.9","9.5","28.6","4.8","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"","203
006","20","3.600","55.0","30.0","5.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
008","22","3.476","45.5","27.3","4.5","9.1","9.1",".",".",".",".",".",".",".","4.5",".",".","."
"","203
009","22","3.364","27.3","27.3","40.9",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","159","3.510","48.4","20.1","20.1","3.8","6.3",".",".","0.6",".",".",".",".","0.6",".",".","."
"","204
001","17","3.647","76.5","5.9","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"","204
002","23","3.674","60.9","21.7","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
003","24","3.604","45.8","29.2","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","22","3.318","40.9","18.2","22.7",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","005
204","24","3.565","37.5","41.7","12.5",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"","204
006","24","3.688","66.7","16.7","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
007","19","3.658","57.9","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","16","3.531","50.0","18.8","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","204
009","7","3.143","14.3","14.3","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","176","3.569","52.3","22.2","17.6","2.3","4.5","0.6",".","0.6",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","223
001","113","3.903","85.0","10.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","224
001","95","3.595","49.5","26.3","20.0","2.1","2.1",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.553","42.1","36.8","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.625","30.0","65.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","18","3.471","33.3","44.4","11.1",".",".","5.6",".","5.6",".",".",".",".",".",".",".","."
"","226
006","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
226","19","3.500","57.9","26.3","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","226
008","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","15","3.167","40.0","6.7","20.0","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"","226
011","18","3.722","61.1","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","18","3.583","44.4","50.0",".",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","Page 325 of 423",""
