"","999
025","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
029","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
030","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading & Rsch","Course Total","17","3.969","94.1","5.9",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"L I S
544","Dept. Total","1066","3.773","74.9","15.2","5.6","0.7","0.8","0.8","0.8","0.6","",".",".","",".","0.1","0.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.750","80.0","10.0",".",".","10.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","89","3.758","69.7","21.3","6.7",".","1.1",".","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","120","3.633","64.2","23.3","6.7",".","1.7","1.7","2.5",".","",".",".","",".",".",".",".",".","."
"Senior","","172","3.626","62.2","19.2","11.0","1.7","2.3","2.3","0.6","0.6","",".",".","",".",".",".",".",".","."
"Undergraduates","","391","3.662","65.0","20.7","8.4","0.8","2.0","1.5","1.3","0.3","",".",".","",".",".",".",".",".","."
"Special","","35","3.539","54.3","14.3","17.1",".",".",".","5.7","2.9","",".",".","",".",".","2.9",".","2.9","."
"Graduate","","638","3.863","82.1","11.8","3.3","0.6","0.2","0.3","0.3","0.6","",".",".","",".","0.2","0.5","0.2",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1066","3.773","74.9","15.2","5.6","0.7","0.8","0.8","0.8","0.6","",".",".","",".","0.1","0.4","0.1","0.1","."
