"","990
016","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
018","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
027","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".","",".","76.5","5.9",".","",".","17.6",".",".",".","."
"N E
684","Dept. Total","231","3.309","22.5","20.8","15.2","6.1","3.0","1.7","",".","23.4","0.9",".","",".","4.8","1.3","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Senior","","109","3.256","24.8","30.3","26.6","11.0","3.7","1.8","",".",".",".",".","",".",".","1.8",".",".","."
"Undergraduates","","111","3.260","25.2","30.6","26.1","10.8","3.6","1.8","",".",".",".",".","",".",".","1.8",".",".","."
"Special","","8","2.405",".","12.5","25.0",".","25.0","12.5","",".",".",".",".","",".",".","12.5","12.5",".","."
"Graduate","","112","3.587","21.4","11.6","3.6","1.8","0.9","0.9","",".","48.2","1.8",".","",".","9.8",".",".",".","."
"","Dept. Total","231","3.309","22.5","20.8","15.2","6.1","3.0","1.7","",".","23.4","0.9",".","",".","4.8","1.3","0.4",".","."
