"","990
030","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
032","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".","",".","73.1","",".",".","",".","26.9","",".",".",".","."
"DY SCI
292","Dept. Total","295","3.493","59.3","9.2","11.2","3.4","7.5","0.7","",".","6.4","",".",".","",".","2.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.793","78.9","10.5","10.5",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","31","3.735","67.7","16.1","16.1",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","72","3.123","47.2","6.9","18.1","6.9","18.1","2.8","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","101","3.516","59.4","14.9","11.9","5.0","8.9",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","223","3.432","58.3","12.1","14.3","4.5","9.9","0.9","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","71","4.000","63.4",".",".",".",".",".","",".","26.8","",".",".","",".","9.9","",".",".",".","."
"","Dept. Total","295","3.493","59.3","9.2","11.2","3.4","7.5","0.7","",".","6.4","",".",".","",".","2.4","",".",".",".","."
