"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","307
003","106","3.160","18.9","28.3","30.2","11.3","11.3",".",".",".",".",".",".",".",".",".",".","."
"","307
004","110","3.055","23.6","18.2","17.3","27.3","13.6",".",".",".",".",".",".",".",".",".",".","."
"","307
005","110","2.927","13.6","20.0","24.5","23.6","17.3","0.9",".",".",".",".",".",".",".",".",".","."
"Business Analytics II","Course Total","532","3.026","19.7","21.8","22.0","19.9","15.0","1.5",".",".",".",".",".",".",".",".",".","."
"Acctg&Finance - Non-Bus Majors","310
010","218","3.060","15.6","29.4","29.4","9.2","11.0","3.7","0.5","0.9",".",".",".",".",".","0.5",".","."
"Mgmt & Mrktg Non-Bus Majors","311
010","220","3.425","36.8","32.3","20.5","5.9","2.3",".","1.8","0.5",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Managerial Communication","700
030","43","3.791","65.1","32.6",".",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Risks","701
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","39","3.885","82.1","15.4",".","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","40","3.885","80.0","12.5","5.0",".",".",".",".",".",".",".",".",".",".",".",".","2.5"
"","765
003","78","3.769","59.0","35.9","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
004","22","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
031","51","3.951","96.1","2.0",".",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"","765
033","43","3.872","74.4","25.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
034","53","3.594","28.3","62.3","9.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
035","35","3.943","97.1",".",".",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","361","3.800","69.3","24.9","4.7","0.3","0.6",".",".",".",".",".",".",".",".",".",".","0.3"
