"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","1128","3.739","74.7","12.2","7.5","2.2","1.2","0.3","0.2","1.2","0.1",".","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","108","3.796","75.9","16.7","5.6","1.9",".",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","227","3.773","76.7","13.2","6.6","1.3","1.3",".",".",".",".",".","",".","",".","0.9",".",".","."
"Junior","","282","3.769","77.0","13.1","6.7","2.5","0.4","0.4",".",".",".",".","",".","",".",".",".",".","."
"Senior","","481","3.682","73.0","10.0","8.9","2.5","2.1","0.4","0.4","2.3","0.2",".","",".","",".","0.2",".",".","."
"Undergraduates","","1098","3.738","75.0","12.1","7.6","2.2","1.3","0.3","0.2","1.0","0.1",".","",".","",".","0.3",".",".","."
"Special","","14","3.656","64.3","14.3","14.3","7.1",".",".",".",".",".",".","",".","",".",".",".",".","."
"Graduate","","16","3.868","62.5","18.8",".",".",".",".",".","18.8",".",".","",".","",".",".",".",".","."
"","Dept. Total","1128","3.739","74.7","12.2","7.5","2.2","1.2","0.3","0.2","1.2","0.1",".","",".","",".","0.3",".",".","."
