"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","383
001","76","3.118","28.9","11.8","38.2","9.2","6.6","3.9","1.3",".","",".","",".",".","",".","",".",".",".","."
"","384
001","18","3.444","33.3","22.2","44.4",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"","384
002","20","3.350","25.0","20.0","55.0",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"","384
003","17","3.382","35.3","5.9","58.8",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"","384
005","12","3.417","33.3","16.7","50.0",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Cellular Biology Laboratory","Course Total","67","3.396","31.3","16.4","52.2",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Biological Interactions","587
001","63","3.532","47.6","12.7","36.5",".","1.6",".",".",".","",".","",".",".","",".","","1.6",".",".","."
"BIOCORE
206","Dept. Total","206","3.327","35.4","13.6","42.2","3.4","2.9","1.5","0.5","",".","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","2.643","18.2",".","63.6",".",".","9.1","9.1","",".","",".",".","",".","",".",".",".",".","."
"Junior","","108","3.252","31.5","13.9","42.6","6.5","3.7","1.9",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","87","3.490","42.5","14.9","39.1",".","2.3",".",".","",".","",".",".","",".","",".","1.1",".",".","."
"Undergraduates","","206","3.327","35.4","13.6","42.2","3.4","2.9","1.5","0.5","",".","",".",".","",".","",".","0.5",".",".","."
"","Dept. Total","206","3.327","35.4","13.6","42.2","3.4","2.9","1.5","0.5","",".","",".",".","",".","",".","0.5",".",".","."
