"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","22","3.727","81.8","9.1","4.5",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","100
005","22","3.727","59.1","27.3","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","22","3.636","68.2","18.2","4.5",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","100
007","22","3.886","86.4","4.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","21","3.571","71.4","4.8","14.3","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"","100
012","19","3.789","84.2","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","100
013","22","3.705","77.3","9.1","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","100
014","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
100","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","319","3.848","86.5","7.2","3.4","0.6","0.3","0.9","0.9",".",".",".",".",".",".",".",".","."
"","102
001","17","3.853","88.2","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","102
002","15","3.700","86.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","102
003","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","49","3.827","87.8","6.1","2.0",".","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"","104
001","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","18","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","72","3.833","80.6","13.9","4.2",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","165","3.835","83.0","8.5","4.8","1.2","0.6","0.6","0.6",".",".",".",".",".","0.6",".",".","."
"","112
001","15","3.833","86.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
112","12","3.625","75.0","8.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","112
003","14","3.571","78.6",".","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","112
004","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","18","3.778","88.9",".","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","112
006","20","3.750","80.0","10.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","112
007","13","3.423","38.5","38.5","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","105","3.700","77.1","7.6","9.5","1.0",".","3.8","1.0",".",".",".",".",".",".",".",".","."
"","176
001","11","3.636","27.3","72.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
002","8","3.438","75.0",".",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"","176
003","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","13","3.808","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
006","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","54","3.769","70.4","22.2","3.7","1.9",".","1.9",".",".",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","122","3.676","69.7","15.6","5.7","1.6",".","4.1","0.8","1.6",".",".",".",".",".",".","0.8","."
"","212
002","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
212","16","3.688","81.3","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","212
004","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
