"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
007","15","3.200","33.3","13.3","26.7","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.147","23.5","5.9","52.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
009","14","3.321","35.7","21.4","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.156","25.0","18.8","31.3","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
011","16","3.156","25.0","12.5","37.5","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.118","17.6","17.6","52.9","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.188","12.5","37.5","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.265","41.2","5.9","29.4","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
015","14","3.357","50.0",".","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
016","10","3.300","50.0",".","10.0","40.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","15","3.200","33.3","6.7","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
018","14","3.179","21.4","21.4","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","3.147","23.5","17.6","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
020","16","3.250","37.5",".","43.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
021","16","3.188","37.5",".","31.3","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
022","16","3.156","25.0","18.8","31.3","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","025
344","12","3.250","33.3","8.3","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
026","13","3.077","23.1","7.7","53.8","7.7",".","7.7",".",".",".",".",".",".",".",".",".","."
"","344
027","14","3.143","21.4","14.3","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
028","10","3.250","20.0","40.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","344
029","14","3.143","28.6","7.1","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
030","15","3.200","33.3","6.7","46.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","344
031","17","3.235","29.4","5.9","52.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
033","15","3.133","26.7","6.7","53.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","458","3.187","28.8","12.2","36.9","14.6","6.1","1.1","0.2",".",".",".",".",".",".",".",".","."
"","001
345","150","2.757","21.3","14.7","21.3","11.3","20.7","5.3","5.3",".",".",".",".",".",".",".",".","."
"","345
002","196","2.875","23.0","12.2","25.0","12.8","20.9","4.1","2.0",".",".",".",".",".",".",".",".","."
"","345
003","204","2.854","24.0","9.8","27.9","10.3","19.6","3.4","3.9",".",".",".",".",".",".",".",".","1.0"
"","345
004","34","3.309","47.1","23.5","8.8","2.9","8.8","8.8",".",".",".",".",".",".",".",".",".","."
"","345
005","195","2.895","22.1","12.3","28.2","8.7","23.1","5.6",".",".",".",".",".",".",".",".",".","."
"","345
006","197","2.804","23.4","8.1","26.4","9.6","25.4","3.0","3.6","0.5",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","976","2.857","23.7","11.7","25.4","10.2","21.5","4.4","2.8","0.1",".",".",".",".",".",".",".","0.2"
"Senior Seminar","509
001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Inorganic Chemistry","511
001","21","3.450","28.6","38.1","23.8",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","51","3.314","31.4","21.6","31.4","9.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","46","2.935","23.9","17.4","17.4","8.7","30.4","2.2",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","110","3.032","27.3","21.8","23.6","10.0","9.1","3.6","4.5",".",".",".",".",".",".",".",".","."
"","563
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","10","3.500","30.0","50.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","34","3.750","64.7","23.5","8.8","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","564
001","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
003","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
