"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"","999
094","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","12","4.000","33.3",".",".",".",".",".",".","58.3","",".",".","",".",".",".",".","8.3","."
"SOC
900","Dept. Total","2540","3.467","43.4","21.9","14.5","8.5","3.2","0.9","0.7","5.1","",".",".","",".","0.2","0.7","0.6","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","240","3.274","35.0","17.1","24.6","14.2","5.4","2.1","0.8",".","",".",".","",".",".","0.4",".",".","0.4"
"Sophomore","","860","3.486","43.6","25.6","17.0","9.7","2.9","0.6","0.3",".","",".",".","",".",".","0.1","0.1",".","0.1"
"Junior","","584","3.523","47.4","25.9","13.9","7.5","2.9","0.7","0.7",".","",".",".","",".",".","0.7","0.2",".","0.2"
"Senior","","508","3.373","44.3","21.3","14.2","9.4","4.9","1.8","1.6","0.4","",".",".","",".","0.2","1.8","0.2",".","."
"Undergraduates","","2192","3.448","43.8","23.7","16.3","9.5","3.6","1.0","0.8","0.1","",".",".","",".","0.0","0.7","0.1",".","0.1"
"Special","","46","3.635","39.1","13.0","4.3","4.3","2.2",".",".","6.5","",".",".","",".",".",".","26.1","4.3","."
"Graduate","","300","3.764","40.7","9.7","2.7","2.0","0.3",".",".","41.7","",".",".","",".","1.3","1.3",".","0.3","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2540","3.467","43.4","21.9","14.5","8.5","3.2","0.9","0.7","5.1","",".",".","",".","0.2","0.7","0.6","0.1","0.1"
