"","999
073","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
089","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","33","",".",".",".",".",".",".",".","84.8","3.0",".","",".","12.1",".",".",".","."
"MUSIC
660","Dept. Total","4784","3.811","81.5","5.1","4.2","1.0","0.8","0.3","0.2","6.3","0.0","0.2","",".","0.1","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","230","3.730","86.1","6.5","4.3","0.4","1.7","0.4","0.4",".",".",".","",".",".",".",".",".","."
"Sophomore","","1065","3.817","88.6","4.7","4.3","0.7","0.9","0.5","0.1",".",".",".","",".",".","0.1",".",".","0.1"
"Junior","","1322","3.819","87.0","6.4","4.4","1.4","0.2","0.3","0.2",".",".",".","",".",".",".",".",".","0.2"
"Senior","","1599","3.794","86.0","4.7","5.1","1.4","1.3","0.3","0.2","0.3",".","0.6","",".",".","0.2",".",".","."
"Undergraduates","","4216","3.805","87.0","5.3","4.6","1.1","0.9","0.3","0.2","0.1",".","0.2","",".",".","0.1",".",".","0.1"
"Special","","289","3.795","8.0","0.7",".",".","0.3",".",".","90.7",".","0.3","",".",".",".",".",".","."
"Graduate","","282","3.879","75.9","7.1","2.5","0.4","0.4",".",".","11.3","0.4",".","",".","1.4","0.7",".",".","."
"Prof Yr 1","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4790","3.811","81.6","5.1","4.2","1.0","0.8","0.3","0.2","6.2","0.0","0.2","",".","0.1","0.1",".",".","0.1"
