"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Intro to Modern American Lit","Course Total","690","3.241","27.0","24.8","29.9","10.1","5.1","1.2","0.9","1.0",".",".",".",".","0.1",".",".","."
"Intro to Lit of Native America","001
172","86","3.273","30.2","30.2","20.9","8.1","7.0","3.5",".",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","30","3.433","30.0","50.0","6.7","10.0",".","3.3",".",".",".",".",".",".",".",".",".","."
"","181
001","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","181
002","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","181
003","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Honors Seminar","Course Total","39","3.731","51.3","43.6","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","17","3.647","70.6","11.8","5.9",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","002
201","13","3.500","69.2",".",".","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"","201
003","13","3.615","84.6",".","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","201
004","15","3.567","60.0","20.0",".","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201
005","10","3.300","40.0",".","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","18","3.556","55.6","16.7","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201
007","19","3.553","36.8","47.4","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.794","70.6","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","15","3.500","40.0","26.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","158","3.617","63.3","15.8","8.9","7.6","3.8",".","0.6",".",".",".",".",".",".",".",".","."
"","203
002","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","16","3.563","50.0","25.0","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","19","3.632","42.1","47.4","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
203","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
203","14","3.536","42.9","35.7","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","100","3.670","54.0","31.0","12.0","1.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"English Lit before 1800","215
001","145","3.124","18.6","26.9","31.7","15.9","3.4","2.1","1.4",".",".",".",".",".",".",".",".","."
"English Lit 1800-Present","216
001","143","3.197","24.5","30.1","22.4","13.3","5.6","2.8","0.7",".",".",".",".",".",".","0.7",".","."
"","217
001","107","3.299","24.3","32.7","30.8","8.4","1.9","0.9","0.9",".",".",".",".",".",".",".",".","."
"","217
002","23","3.522","39.1","26.1","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Lit 1620-Present","Course Total","130","3.330","26.9","31.5","31.5","6.9","1.5","0.8","0.8",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","001
219","172","2.820","7.6","9.9","50.6","11.6","14.5","2.3","1.7","1.2","0.6",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Shakespeare","226
001","34","3.274","32.4","20.6","20.6","11.8","2.9",".","2.9","2.9",".",".",".",".",".",".","5.9","."
"Bascom Course","236
001","14","3.321","42.9","7.1","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","29","3.293","20.7","34.5","34.5","3.4","6.9",".",".",".",".",".",".",".",".",".",".","."
"","300
001","16","3.563","50.0","37.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","003
300","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","13","3.385","61.5","15.4","7.7",".","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","41","3.573","56.1","31.7","4.9",".","2.4","2.4","2.4",".",".",".",".",".",".",".",".","."
"","301
001","15","3.600","20.0","80.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 200 of 399",""
