"","990
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"ITALIAN
508","Dept. Total","714","3.435","41.2","23.9","21.4","6.0","3.4","0.6","0.4","2.0",".","0.1",".","0.6","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","120","3.358","35.0","29.2","22.5","6.7","4.2","1.7","0.8",".",".",".",".",".",".",".",".","."
"Sophomore","","182","3.418","37.9","25.3","28.0","4.9","1.6","0.5","1.1","0.5",".",".",".",".",".",".",".","."
"Junior","","160","3.440","40.0","24.4","22.5","8.8","3.8",".",".",".",".",".",".",".",".",".","0.6","."
"Senior","","175","3.380","39.4","21.1","20.6","6.9","5.1","0.6",".","5.7",".","0.6",".",".",".",".",".","."
"Undergraduates","","637","3.403","38.3","24.6","23.5","6.8","3.6","0.6","0.5","1.7",".","0.2",".",".",".",".","0.2","."
"Special","","14","3.667","71.4","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","63","3.845","63.5","19.0","3.2",".",".",".",".","4.8",".",".",".","6.3","3.2",".",".","."
"","Dept. Total","714","3.435","41.2","23.9","21.4","6.0","3.4","0.6","0.4","2.0",".","0.1",".","0.6","0.3",".","0.1","."
