"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","15","3.179","33.3","20.0","20.0",".","13.3","6.7",".","",".","",".","",".",".","",".","","6.7",".",".","."
"","101
002","14","3.571","50.0","21.4","21.4","7.1",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"","003
101","14","3.536","64.3","7.1","14.3",".","14.3",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Foundations of Officership","Course Total","43","3.429","48.8","16.3","18.6","2.3","9.3","2.3","",".","",".","",".",".","",".","",".","2.3",".",".","."
"Leadership Lab 1A","110
001","5","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","201
001","7","3.357","28.6","28.6","28.6","14.3",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"","002
201","6","3.667","33.3","66.7",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Individual Leadership Studies","Course Total","13","3.500","30.8","46.2","15.4","7.7",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Leadership Lab 2A","001
210","11","3.364","27.3","27.3","36.4","9.1",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Leadership and Problem Solving","301
001","19","3.684","47.4","42.1","10.5",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Leadership Lab 3A","310
001","15","3.967","93.3","6.7",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Leadership and Management","401
001","13","3.962","92.3","7.7",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Leadership Lab 4A","410
001","10","3.950","90.0","10.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"American Military History","491
001","5","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MIL SCI
644","Dept. Total","134","3.662","58.2","22.4","12.7","2.2","3.0","0.7","",".","",".","",".",".","",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.471","51.4","17.1","20.0","2.9","5.7","2.9","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","38","3.417","28.9","36.8","21.1","5.3","5.3",".","",".","",".","",".",".","",".","",".","2.6",".",".","."
"Junior","","30","3.875","80.0","20.0",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","29","3.883","86.2","6.9","6.9",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","132","3.666","59.1","21.2","12.9","2.3","3.0","0.8","",".","",".","",".",".","",".","",".","0.8",".",".","."
"Special","","1","3.500",".","100.0",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","134","3.662","58.2","22.4","12.7","2.2","3.0","0.7","",".","",".","",".",".","",".","",".","0.7",".",".","."
