"","990
021","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
023","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
024","5","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","34","",".",".",".",".",".",".",".","94.1","2.9",".",".","2.9","",".",".",".","."
"F&W ECOL
396","Dept. Total","429","3.543","52.2","17.2","10.7","4.2","5.1","0.2","0.7","8.6","0.2",".",".","0.2","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.439","51.7","24.1","6.9","6.9","10.3",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","77","3.679","70.1","14.3","5.2","3.9","5.2",".","1.3",".",".",".",".",".","",".",".",".","."
"Junior","","97","3.564","56.7","21.6","11.3","3.1","7.2",".",".",".",".",".",".",".","",".",".",".","."
"Senior","","122","3.375","50.8","14.8","16.4","7.4","6.6","0.8","1.6",".",".",".",".",".","",".","1.6",".","."
"Undergraduates","","325","3.505","57.2","17.5","11.4","5.2","6.8","0.3","0.9",".",".",".",".",".","",".","0.6",".","."
"Special","","3","3.500","33.3",".","33.3",".",".",".",".","33.3",".",".",".",".","",".",".",".","."
"Graduate","","101","3.698","36.6","16.8","7.9","1.0",".",".",".","35.6","1.0",".",".","1.0","",".",".",".","."
"","Dept. Total","429","3.543","52.2","17.2","10.7","4.2","5.1","0.2","0.7","8.6","0.2",".",".","0.2","",".","0.5",".","."
