"EDU","","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","475","3.627","43.6","28.6","13.9","1.1","0.2","",".","0.6","6.7","",".","3.4","",".","0.4","0.4","0.2","0.2","0.6"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","25","3.580","40.0","36.0","24.0",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","6","3.750","66.7","16.7","16.7",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","161","3.531","39.1","36.6","21.7","1.2",".","",".","1.2",".","",".",".","",".",".",".",".",".","."
"Senior","121","3.568","38.0","38.8","17.4","2.5","0.8","",".",".","1.7","",".",".","",".",".",".","0.8",".","."
"Undergraduates","313","3.553","39.3","37.1","20.1","1.6","0.3","",".","0.6","0.6","",".",".","",".",".",".","0.3",".","."
"Special","13","3.514","61.5","30.8",".",".",".","",".","7.7",".","",".",".","",".",".",".",".",".","."
"Graduate","148","3.887","51.4","10.1","2.0",".",".","",".",".","20.3","",".","10.8","",".","1.4","1.4",".","0.7","2.0"
"Prof Yr 3","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","475","3.627","43.6","28.6","13.9","1.1","0.2","",".","0.6","6.7","",".","3.4","",".","0.4","0.4","0.2","0.2","0.6"
