"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"275
003","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Course Total
Special Topics in ILS","43","3.628","67.4","11.6","14.0","2.3","2.3",".","2.3",".","",".",".","",".","",".",".",".",".","."
"400
001
Capstone Integration Seminar","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"490
022","6","3.656","66.7","16.7",".",".","16.7",".",".",".",".","",".",".","",".","",".",".",".","."
"490
023","15","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"490
076","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Rsch-Integrated LiberalStudies","23","3.870","87.0","8.7",".",".","4.3",".",".",".","",".",".","",".","",".",".",".",".","."
"ILS
Dept. Total
500","1749","3.421","30.2","24.1","19.4","3.8","2.7","0.3","0.5","1.4","",".","17.2","",".","",".","0.2","0.1","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","873","3.420","26.8","23.9","17.6","3.6","1.0","0.3","0.7",".","",".","25.7","",".","",".","0.1","0.1","0.1","."
"Sophomore","376","3.428","31.9","27.1","18.6","4.5","3.2","0.3","0.5",".","",".","13.6","",".","",".",".",".",".","0.3"
"Junior","228","3.393","36.0","23.2","24.1","3.1","7.5","0.4",".",".","",".","5.7","",".","",".",".",".",".","."
"Senior","232","3.430","37.5","23.3","24.6","5.2","4.3",".","0.4","0.9","",".","3.9","",".","",".",".",".",".","."
"Undergraduates","1709","3.420","30.6","24.5","19.7","3.9","2.8","0.3","0.5","0.1","",".","17.4","",".","",".","0.1","0.1","0.1","0.1"
"Special","39","3.682","15.4","7.7","5.1",".",".",".",".","56.4","",".","10.3","",".","",".","5.1",".",".","."
"Prof Yr 2","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","1749","3.421","30.2","24.1","19.4","3.8","2.7","0.3","0.5","1.4","",".","17.2","",".","",".","0.2","0.1","0.1","0.1"
