"Smr-Writng Across Curriculm","316
001","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"L&S Junior/Senior Seminar","400
001","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Topics: Grad Stdts in Teaching","701
002","3","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTER-LS
502","Dept. Total","364","3.766","65.1","16.2","6.3","1.1","0.5","",".","0.8","",".","",".","9.1","",".","",".","0.3","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","270","3.733","61.1","17.4","7.8","1.5","0.7","",".","0.7","",".","",".","10.0","",".","",".",".","0.4","0.4","."
"Sophomore","","70","3.886","78.6","11.4",".",".",".","",".","1.4","",".","",".","8.6","",".","",".",".",".",".","."
"Junior","","18","3.920","83.3","16.7",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","3","3.833","66.7","33.3",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","361","3.770","65.7","16.3","5.8","1.1","0.6","",".","0.8","",".","",".","9.1","",".","",".",".","0.3","0.3","."
"Graduate","","3","3.000",".",".","66.7",".",".","",".",".","",".","",".",".","",".","",".","33.3",".",".","."
"","Dept. Total","364","3.766","65.1","16.2","6.3","1.1","0.5","",".","0.8","",".","",".","9.1","",".","",".","0.3","0.3","0.3","."
