"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CLASSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","",""
"The Ancient Mediterranean","110
001","28","3.679","46.4","46.4","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Topics/Classical Culture","273
001","20","3.425","35.0","15.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art&Archaeology-Ancient Greece","300
001","24","3.333","54.2","12.5","8.3","4.2","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"Topics-Classical Archaeology","430
001","77","3.331","31.2","28.6","18.2","6.5","5.2","1.3","1.3","7.8",".",".",".",".",".",".",".","."
"Religion-Ancient Mediterranean","517
001","22","3.526","50.0","9.1","13.6","9.1","4.5",".",".","13.6",".",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit of Ancient Greece","555
001","79","3.506","49.4","30.4","10.1","3.8","1.3",".","3.8",".",".",".",".",".",".","1.3",".","."
"Greek & Roman Med & Phcy","001
561","24","3.125","41.7",".","37.5",".","12.5","8.3",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"Art&Archaeolog-Ancient Greece","700
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Ancient History","801
001","9","3.500","22.2","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"CLASSICS
244","Dept. Total","293","3.432","41.6","25.6","17.7","4.4","4.4","1.4","1.4","3.1",".",".",".",".",".","0.3",".","."
