"Stdt Teach-Fam & Consumer Educ","430
001","","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
022","","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
064","","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","",""
"INTER-HE
498","Dept. Total","","69","3.548","60.9","14.5","14.5","2.9","2.9","",".","2.9","",".","",".",".","",".","",".","1.4",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","6","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","16","3.906","81.3","18.8",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","47","3.371","48.9","14.9","21.3","4.3","4.3","",".","4.3","",".","",".",".","",".","",".","2.1",".",".","."
"Undergraduates","","","69","3.548","60.9","14.5","14.5","2.9","2.9","",".","2.9","",".","",".",".","",".","",".","1.4",".",".","."
"","Dept. Total","","69","3.548","60.9","14.5","14.5","2.9","2.9","",".","2.9","",".","",".",".","",".","",".","1.4",".",".","."
