"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","657","3.074","25.3","13.9","30.6","9.0","13.5","1.4","0.6","5.6","",".",".","",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.059","21.3","14.8","45.9","6.6","9.8","1.6",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","277","3.076","23.8","16.2","33.9","9.7","13.4","1.8","0.4","0.7","",".",".","",".","",".","",".",".",".","."
"Junior","","135","3.083","25.9","14.8","28.9","11.1","15.6","0.7","0.7","2.2","",".",".","",".","",".","",".",".",".","."
"Senior","","121","2.902","23.1","8.3","26.4","10.7","20.7","1.7","1.7","7.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","594","3.044","23.9","14.1","32.5","9.9","15.0","1.5","0.7","2.4","",".",".","",".","",".","",".",".",".","."
"Special","","3","3.000",".",".","33.3",".",".",".",".","33.3","",".",".","",".","",".","",".",".","33.3","."
"Graduate","","63","3.669","42.9","11.1","11.1",".",".",".",".","34.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","660","3.074","25.6","13.8","30.5","8.9","13.5","1.4","0.6","5.6","",".",".","",".","",".","",".",".","0.2","."
