"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11306","3.725","57.7","16.4","7.5","1.7","1.5","0.5","0.4","7.2","0.1","5.8","0.0","0.3","0.4","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","738","3.408","46.7","20.9","15.0","3.9","7.2","2.6","1.4","1.8",".",".","0.1",".",".","0.1","0.1","0.1"
"Sophomore","","1162","3.591","57.8","20.8","10.8","3.1","2.9","0.9","0.9","2.6",".",".",".",".",".","0.2",".","."
"Junior","","2024","3.650","55.1","22.2","10.1","2.0","1.6","0.5","0.7","2.4","0.0","4.8",".","0.0","0.2","0.1","0.1","."
"Senior","","4469","3.751","56.6","16.4","6.9","1.5","1.0","0.4","0.2","5.7","0.0","10.9","0.0",".","0.1","0.1","0.0","."
"Undergraduates","","8393","3.674","55.5","18.8","8.9","2.1","1.9","0.7","0.5","4.1","0.0","7.0","0.0","0.0","0.1","0.1","0.0","0.0"
"Special","","577","3.796","60.8","9.7","5.5","0.3","0.7",".","0.3","13.5","0.3","4.0",".",".","1.2","0.3","2.9","0.2"
"Graduate","","2301","3.899","65.2","9.1","2.7","0.6","0.2",".","0.0","16.2","0.2","1.8",".","1.5","1.4","0.1","0.7","0.3"
"Prof Yr 1","","11","3.806","45.5","27.3",".",".",".",".",".","27.3",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","3.500","20.0","20.0","20.0",".",".",".",".","20.0",".","20.0",".",".",".",".",".","."
"Prof Yr 3","","18","3.500",".","11.1",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","35","3.712","17.1","20.0","2.9",".",".",".",".","57.1",".","2.9",".",".",".",".",".","."
"","College Total","11306","3.725","57.7","16.4","7.5","1.7","1.5","0.5","0.4","7.2","0.1","5.8","0.0","0.3","0.4","0.1","0.3","0.1"
