"","999
005","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
034","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","",""
"ENVIR ST
360","Dept. Total","1208","3.344","35.8","21.5","17.6","8.1","6.0","0.9","0.5","4.5","0.1","3.3","",".","1.0","0.2","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","3.020","17.7","21.9","25.0","19.8","13.5","1.0",".",".",".",".","",".",".",".",".","1.0","."
"Sophomore","","210","3.170","25.2","23.3","24.8","14.3","8.6","1.9","1.0","1.0",".",".","",".",".",".",".",".","."
"Junior","","228","3.303","31.6","27.2","21.5","8.8","8.3","0.9","0.9","0.4","0.4",".","",".",".",".",".",".","."
"Senior","","380","3.377","37.1","26.1","20.0","6.6","5.8","1.1","0.3","2.6",".",".","",".",".","0.3","0.3",".","."
"Undergraduates","","914","3.274","31.0","25.3","22.0","10.3","7.9","1.2","0.5","1.4","0.1",".","",".",".","0.1","0.1","0.1","."
"Special","","21","3.651","57.1","14.3","14.3","4.8",".",".",".","4.8",".","4.8","",".",".",".",".",".","."
"Graduate","","271","3.789","50.9","9.2","3.3","1.1","0.4",".","0.4","14.8",".","14.0","",".","4.4","0.7",".","0.7","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".",".",".",".",".","50.0","",".",".",".",".",".","."
"Professionals","","2","3.500",".","50.0",".",".",".",".",".",".",".","50.0","",".",".",".",".",".","."
"","Dept. Total","1208","3.344","35.8","21.5","17.6","8.1","6.0","0.9","0.5","4.5","0.1","3.3","",".","1.0","0.2","0.1","0.2","."
