"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7053","3.526","44.8","20.1","16.8","1.9","2.1","0.8","0.3","8.9","0.1","3.1",".","0.7","0.1","0.0","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.450","71.4","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","144","2.752","39.6","9.7","18.8","4.2","12.5","11.8","3.5",".",".",".",".",".",".",".",".","."
"Junior","","533","3.134","43.5","11.6","23.8","6.4","8.6","4.7","0.9","0.4",".",".",".",".",".",".",".","."
"Senior","","1100","3.495","51.3","16.9","21.9","3.9","3.9","0.9","0.5","0.5",".",".",".",".","0.1","0.1","0.1","."
"Undergraduates","","1784","3.313","48.1","14.7","22.1","4.7","6.1","2.9","0.8","0.4",".",".",".",".","0.1","0.1","0.1","."
"Special","","85","3.403","37.6","20.0","24.7","2.4","2.4",".","1.2","9.4",".",".",".",".","1.2",".","1.2","."
"Graduate","","1515","3.664","35.1","14.1","7.8","0.3","0.7",".",".","35.4",".","2.4",".","2.7","0.3",".","1.0","0.1"
"Prof Yr 1","","890","3.587","52.1","21.9","17.4","0.9","1.3","0.1","0.1","1.2","0.2","4.3",".",".",".",".","0.1","0.2"
"Prof Yr 2","","1248","3.560","43.7","20.5","24.2","2.8","1.2",".",".","1.2",".","6.4",".",".",".",".",".","."
"Prof Yr 3","","747","3.487","28.6","39.2","18.5","0.3","0.4",".","0.3","2.5","0.3","8.4",".","0.8","0.1",".","0.1","0.4"
"Prof Yr 4","","797","3.806","66.1","23.0","7.2",".","0.1",".",".","3.5",".",".",".",".",".",".",".","0.1"
"Professionals","","3682","3.597","47.5","25.2","17.7","1.2","0.8","0.0","0.1","2.0","0.1","4.9",".","0.2","0.0",".","0.1","0.2"
"","College Total","7066","3.526","44.9","20.1","16.8","1.9","2.1","0.8","0.3","8.8","0.1","3.1",".","0.7","0.1","0.0","0.3","0.1"
