"","990
083","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
116","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Real Estate","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"Readng&Rsch-Real Estate PhD","999
151","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"REAL EST
239","Dept. Total","619","3.332","31.0","27.9","23.9","8.6","4.7","1.5","",".","2.1","",".",".","",".","",".","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","125","3.270","34.4","23.2","20.8","8.8","9.6","2.4","",".","0.8","",".",".","",".","",".",".",".",".","."
"Senior","","363","3.296","30.9","23.4","27.0","11.0","4.7","1.4","",".","1.4","",".",".","",".","",".",".",".","0.3","."
"Undergraduates","","488","3.289","31.8","23.4","25.4","10.5","5.9","1.6","",".","1.2","",".",".","",".","",".",".",".","0.2","."
"Special","","16","3.467","31.3","31.3","25.0","6.3",".",".","",".","6.3","",".",".","",".","",".",".",".",".","."
"Graduate","","115","3.526","27.8","47.0","17.4","0.9",".","0.9","",".","5.2","",".",".","",".","",".","0.9",".",".","."
"","Dept. Total","619","3.332","31.0","27.9","23.9","8.6","4.7","1.5","",".","2.1","",".",".","",".","",".","0.2",".","0.2","."
