"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","699
012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
075","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","20","3.966","85.0","5.0",".",".",".",".",".",".",".",".",".","5.0","5.0",".",".","."
"Analys-Computers in Curric","701
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Curriculum Planning","704
001","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","9.1"
"Cultr, Curriculm & Learning","711
001","","17","3.969","88.2","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Design of Rsch in Curric","715
001","","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","717
001","","18","3.882","72.2","22.2",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Perspectvs-Multicultrl Educ","744
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Iss-Ed Communication Tech","800
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Guidng&Directg-Sch Rdg Prog","805
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Curricular Issues-Math Ed","812
001","","16","3.714","56.3","12.5","18.8",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","840
001","","6","3.333","33.3",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","15","3.733","73.3",".","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld-School Reading Programs","Course Total","","15","3.733","73.3",".","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
860","","15","3.965","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","860
002","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supervisn-Teacher Education","Course Total","","21","3.902","85.7","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","916
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
916","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","916
004","","16","3.885","62.5","18.8",".",".",".",".",".",".",".",".",".",".","18.8",".",".","."
"Spec Topics:Rsch&Eval-C&I","Course Total","","45","3.940","84.4","6.7","2.2",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Smr-Rsch on Math Education","942
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Past Perspectives-Music Educ","946
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Study Tchr Ed: Prof Devel","949
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Science Education","960
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","975
002","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","975
004","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","21","4.000","95.2",".",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","990
005","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
006","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 87 of 399"
