"Biochm Genetics for Counselors","744
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Pract-Genetic Counselng","813
005","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
048","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","289","3.918","85.5","8.3","3.5","0.7","0.3","",".","",".","1.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","18","3.944","88.9","11.1",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","84","3.932","91.7","3.6","4.8",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","140","3.945","93.6","3.6","1.4","1.4",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","242","3.940","92.6","4.1","2.5","0.8",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","46","3.733","47.8","30.4","8.7",".","2.2","",".","",".","10.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","289","3.918","85.5","8.3","3.5","0.7","0.3","",".","",".","1.7","",".",".","",".","",".","",".",".",".","."
