"Diagnostic Radiol Clerk-CSC","Course Total","","8","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","924
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
046","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Gen Radiol Clerk-St Lukes","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOL
832","Dept. Total","","97","3.927","86.6","11.3","2.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","49","3.918","85.7","12.2","2.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","44","3.938","88.6","9.1","2.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","94","3.925","86.2","11.7","2.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","97","3.927","86.6","11.3","2.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
