"","999
092","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"POLI SCI
778","Dept. Total","4660","3.204","27.2","27.5","22.4","11.0","7.2","1.7","1.0","1.3","0.0","0.1","",".","0.2","0.1","0.3","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","716","3.037","18.2","25.0","25.7","16.6","11.2","2.5","0.7",".",".",".","",".",".",".","0.1",".","."
"Sophomore","","902","3.137","25.2","27.3","21.0","12.6","10.1","2.4","1.1",".",".","0.2","",".",".",".","0.1",".","."
"Junior","","1267","3.246","25.8","30.3","25.1","9.7","6.7","1.1","0.7","0.2",".",".","",".",".","0.1","0.2",".","."
"Senior","","1512","3.245","29.8","27.6","22.5","10.3","5.1","1.7","1.4","0.8",".","0.2","",".","0.1","0.1","0.4","0.1","0.1"
"Undergraduates","","4397","3.185","25.8","27.9","23.4","11.6","7.6","1.8","1.0","0.3",".","0.1","",".","0.0","0.1","0.3","0.0","0.0"
"Special","","30","3.137","33.3","3.3","10.0","3.3","3.3","3.3","3.3","33.3",".",".","",".",".",".","6.7",".","."
"Graduate","","229","3.796","53.7","23.1","4.8",".",".",".",".","14.0","0.4",".","",".","2.6","1.3",".",".","."
"Prof Yr 1","","2","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"","Dept. Total","4660","3.204","27.2","27.5","22.4","11.0","7.2","1.7","1.0","1.3","0.0","0.1","",".","0.2","0.1","0.3","0.0","0.0"
