"ALS","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","184","3.390","47.3","10.3","7.1","3.8","4.9","1.1","1.1","20.7","",".",".","",".","3.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.500","25.0","50.0","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","4","2.846","50.0",".","25.0",".",".",".","25.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","19","3.315","57.9","5.3","10.5","15.8","5.3","5.3",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","44","3.040","47.7","11.4","11.4","6.8","18.2","2.3","2.3",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","71","3.131","49.3","11.3","12.7","8.5","12.7","2.8","2.8",".","",".",".","",".",".","",".",".",".","."
"Special","","11","3.694","54.5","27.3","9.1","9.1",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","102","3.874","45.1","7.8","2.9",".",".",".",".","37.3","",".",".","",".","6.9","",".",".",".","."
"","Dept. Total","184","3.390","47.3","10.3","7.1","3.8","4.9","1.1","1.1","20.7","",".",".","",".","3.8","",".",".",".","."
