"EGR","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","837","3.540","46.2","22.0","14.3","5.3","3.2","0.1","0.4","7.8","0.2","0.5","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","2.891","18.8","18.8","25.0","18.8","12.5","6.3",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","133","3.313","31.6","22.6","28.6","11.3","6.0",".",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","353","3.481","45.0","26.3","16.4","6.5","4.2",".","0.8","0.6",".",".","",".","",".","",".",".",".","."
"Undergraduates","","502","3.419","40.6","25.1","19.9","8.2","5.0","0.2","0.6","0.4",".",".","",".","",".","",".",".",".","."
"Special","","5","3.250","20.0","20.0","20.0","20.0",".",".",".","20.0",".",".","",".","",".","",".",".",".","."
"Graduate","","328","3.775","54.9","17.4","5.8","0.6","0.6",".",".","18.9","0.6","1.2","",".","",".","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","837","3.540","46.2","22.0","14.3","5.3","3.2","0.1","0.4","7.8","0.2","0.5","",".","",".","",".",".",".","."
