"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Adv Readings in Hindi Language","653
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Readings in Tibetan","677
001","6","3.900","66.7","16.7",".",".",".",".",".",".",".","",".",".","",".","","16.7",".",".","."
"LCA LANG
522","Dept. Total","218","3.744","67.4","16.5","7.8","2.3","0.5","0.5","0.5","2.3","",".",".","",".","",".","0.9","0.5","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.619","46.2","26.9","23.1",".",".",".",".",".","",".",".","",".","",".",".",".","3.8","."
"Sophomore","","33","3.609","57.6","24.2","12.1","3.0",".","3.0",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","35","3.613","57.1","22.9","5.7","8.6","2.9",".",".","2.9","",".",".","",".","",".",".",".",".","."
"Senior","","44","3.781","65.9","13.6","9.1","2.3",".",".",".","6.8","",".",".","",".","",".",".","2.3",".","."
"Undergraduates","","138","3.663","58.0","21.0","11.6","3.6","0.7","0.7",".","2.9","",".",".","",".","",".",".","0.7","0.7","."
"Special","","10","3.466","50.0","20.0",".",".",".",".","10.0",".","",".",".","",".","",".","20.0",".",".","."
"Graduate","","69","3.950","89.9","7.2","1.4",".",".",".",".","1.4","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","100.0","."
"Professionals","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","100.0","."
"","Dept. Total","218","3.744","67.4","16.5","7.8","2.3","0.5","0.5","0.5","2.3","",".",".","",".","",".","0.9","0.5","0.9","."
