"ASTRONOMY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","",""
"103","001","","139","2.937","12.9","12.2","41.0","12.9","17.3","0.7",".","2.9",".",".",".",".",".",".",".","."
"103","002","","136","2.883","13.2","11.0","37.5","13.2","22.1","0.7",".","2.2",".",".",".",".",".",".",".","."
"The Evolving Universe","Course Total","","275","2.910","13.1","11.6","39.3","13.1","19.6","0.7",".","2.5",".",".",".",".",".",".",".","."
"104
Exploration of Solar System","001","","147","3.272","37.4","25.9","15.0","6.1","8.8","4.8","0.7","1.4",".",".",".",".",".",".",".","."
"113","001","","13","3.231","38.5",".","46.2",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"113","002","","21","2.929","28.6",".","42.9","4.8","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"113","003","","16","3.156","31.3",".","50.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"113","004","","12","3.000","16.7",".","58.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"113","006","","16","2.833","12.5",".","50.0","6.3","25.0",".",".","6.3",".",".",".",".",".",".",".","."
"Hands on the Universe","Course Total","","78","3.019","25.6",".","48.7","6.4","16.7",".","1.3","1.3",".",".",".",".",".",".",".","."
"114","001","","20","3.350","40.0","10.0","35.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"114","002","","20","3.325","50.0","5.0","35.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"Hands on the Solar System","Course Total","","40","3.338","45.0","7.5","35.0","5.0","5.0",".","2.5",".",".",".",".",".",".",".",".","."
"150
Topics in Astronomy","001","","34","3.310","23.5","20.6","26.5","14.7",".",".",".","14.7",".",".",".",".",".",".",".","."
"310
Stellar Astrophysics","001","","14","2.679","14.3","21.4","14.3","14.3","28.6",".","7.1",".",".",".",".",".",".",".",".","."
"320
The Interstellar Medium","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"691","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"700
Basic Astrophysics","001","","9","3.580","33.3","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"735
Observational Cosmology","001","","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Seminar in Astrophysics","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920
Smnar-Astrophysical Topics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
