"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
011","18","3.333","33.3","22.2","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","18","3.306","27.8","27.8","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.265","29.4","23.5","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.333","27.8","22.2","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.324","29.4","23.5","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","016
344","18","3.361","22.2","38.9","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
017","16","3.281","25.0","25.0","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","018
344","17","3.118","35.3","23.5","5.9","23.5","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","019
344","12","3.417","33.3","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
020","14","3.321","21.4","42.9","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
021","11","3.182","36.4","18.2","18.2","18.2",".","9.1",".",".",".",".",".",".",".",".",".","."
"","022
344","11","3.364","27.3","36.4","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","333","3.311","27.3","30.3","25.2","13.2","3.3","0.3","0.3",".",".",".",".",".",".",".",".","."
"","001
345","187","2.656","27.8",".","27.8",".","32.6","4.3","7.0",".",".",".",".",".",".",".",".","0.5"
"","002
345","146","2.628","23.3","6.2","29.5","6.2","16.4","9.6","8.2",".","0.7",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","333","2.644","25.8","2.7","28.5","2.7","25.5","6.6","7.5",".","0.3",".",".",".",".",".",".","0.3"
"","346
001","8","3.300","25.0","37.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","346
002","13","3.521","30.8","46.2","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","21","3.436","28.6","42.9","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","41","2.720","12.2","19.5","19.5","17.1","22.0","9.8",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","28","3.321","28.6","35.7","17.9","7.1","10.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","46","2.641","6.5","8.7","39.1","6.5","37.0",".","2.2",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","64","2.703","23.4","6.3","28.1","3.1","26.6","9.4","3.1",".",".",".",".",".",".",".",".","."
"","563
001","15","3.500","40.0","26.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
563","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","16","3.656","62.5","18.8","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","563
004","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","60","3.566","43.3","31.7","21.7","1.7","1.7",".",".",".",".",".",".",".",".",".",".","."
"","564
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","7","3.143","28.6",".","57.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","001
565","87","3.006","33.3","9.2","18.4","12.6","23.0","2.3","1.1",".",".",".",".",".",".",".",".","."
"","001
567","9","3.389","33.3","11.1","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
567","7","2.786","14.3","14.3","28.6",".","42.9",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","16","3.125","25.0","12.5","43.8",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","9","3.591","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Analytical Chemistry","630
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR","636
001","17","3.265","29.4","41.2","17.6",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
