"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","221
007","78","2.929","16.7","15.4","32.1","16.7","16.7","1.3","1.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","1074","2.629","20.0","9.4","22.3","9.7","25.7","6.8","5.9","0.2",".",".",".",".",".",".",".","."
"","222
001","206","3.076","21.4","25.7","22.3","14.6","11.7","3.9",".","0.5",".",".",".",".",".",".",".","."
"","002
222","187","2.746","28.3","7.5","23.5","9.1","16.0","9.6","5.9",".",".",".",".",".",".",".",".","."
"","222
003","171","2.822","23.4","13.5","27.5","5.8","19.3","5.8","4.7",".",".",".",".",".",".",".",".","."
"","004
222","136","2.629","8.1","16.2","27.2","18.4","22.1","2.2","5.9",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","700","2.838","21.1","16.0","24.9","11.7","16.7","5.6","3.9","0.1",".",".",".",".",".",".",".","."
"","234
001","163","2.739","22.1","10.4","19.6","22.1","15.3","4.3","6.1",".",".",".",".",".",".",".",".","."
"","002
234","219","2.500","18.3","5.9","21.9","8.2","28.3","11.0","5.5","0.5",".",".",".",".",".",".","0.5","."
"","003
234","249","2.728","23.3","12.0","24.1","6.0","20.5","8.0","5.6","0.4",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","631","2.652","21.2","9.5","22.2","10.9","21.9","8.1","5.7","0.3",".",".",".",".",".",".","0.2","."
"Intro to Discrete Mathematics","240
001","50","2.440","22.0","4.0","24.0","8.0","22.0","6.0","14.0",".",".",".",".",".",".",".",".","."
"","275
001","7","2.929","28.6","42.9",".",".","14.3",".","14.3",".",".",".",".",".",".",".",".","."
"","002
275","13","2.937","46.2",".","7.7","15.4","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","Course Total","20","2.934","40.0","15.0","5.0","10.0","15.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","77","",".",".",".",".",".",".",".",".",".","97.4","1.3",".",".",".",".","1.3"
"Intro to Math Statistics","309
001","10","2.889","30.0","20.0",".","20.0","10.0",".","10.0","10.0",".",".",".",".",".",".",".","."
"","319
001","26","2.712","23.1","7.7","19.2","26.9","7.7","11.5","3.8",".",".",".",".",".",".",".",".","."
"","002
319","29","2.397","3.4","10.3","31.0","6.9","34.5","10.3","3.4",".",".",".",".",".",".",".",".","."
"","319
003","35","2.800","28.6","11.4","14.3","11.4","22.9","8.6","2.9",".",".",".",".",".",".",".",".","."
"","004
319","24","2.396","8.3","12.5","20.8",".","45.8","8.3","4.2",".",".",".",".",".",".",".",".","."
"","005
319","30","2.650","23.3","20.0","10.0","3.3","23.3","16.7","3.3",".",".",".",".",".",".",".",".","."
"","006
319","31","2.823","29.0","3.2","32.3","6.5","19.4","3.2","6.5",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","175","2.643","20.0","10.9","21.1","9.1","25.1","9.7","4.0",".",".",".",".",".",".",".",".","."
"","320
001","21","3.476","57.1",".","33.3",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","002
320","35","2.800","22.9","5.7","28.6","11.4","25.7","2.9","2.9",".",".",".",".",".",".",".",".","."
"","320
003","36","3.278","52.8",".","33.3",".","8.3",".","5.6",".",".",".",".",".",".",".",".","."
"","004
320","32","3.078","18.8","25.0","34.4","9.4","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","320
005","26","2.673",".","26.9","30.8","7.7","30.8",".","3.8",".",".",".",".",".",".",".",".","."
"","320
006","21","2.571","9.5","19.0","19.0","19.0","19.0","9.5","4.8",".",".",".",".",".",".",".",".","."
"","320
007","21","2.762","19.0","9.5","42.9","9.5","4.8","4.8","9.5",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","192","2.964","26.6","12.0","31.8","7.8","15.1","3.1","3.6",".",".",".",".",".",".",".",".","."
"","321
001","28","2.768","10.7","21.4","25.0","10.7","28.6",".","3.6",".",".",".",".",".",".",".",".","."
"","321
002","17","3.029","29.4","5.9","23.5","23.5","17.6",".",".",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","Course Total","45","2.867","17.8","15.6","24.4","15.6","24.4",".","2.2",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","21","2.700","19.0","9.5","23.8","19.0","14.3",".","9.5","4.8",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","001
331","30","2.917","20.0","20.0","16.7","16.7","23.3","3.3",".",".",".",".",".",".",".",".",".","."
"","340
001","25","3.360","48.0","8.0","20.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","002
340","16","3.125","37.5","6.3","31.3","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","003
340","21","2.262","14.3",".","28.6","4.8","33.3","4.8","14.3",".",".",".",".",".",".",".",".","."
"","340
004","28","2.804","28.6","7.1","17.9","10.7","25.0","10.7",".",".",".",".",".",".",".",".",".","."
"","340
005","23","2.478","13.0","17.4","17.4","17.4","8.7","21.7","4.3",".",".",".",".",".",".",".",".","."
"","340
006","21","2.881","19.0","9.5","33.3","23.8","4.8","9.5",".",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","134","2.817","26.9","8.2","23.9","13.4","15.7","9.0","3.0",".",".",".",".",".",".",".",".","."
