"","990
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","7.7","7.7",".",".","84.6",".",".",".","."
"ART HIST
180","Dept. Total","1072","3.457","38.8","26.3","20.1","4.4","2.9","0.9","0.7","3.5","0.1",".",".","1.0","0.2","0.6","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.311","43.3","23.9","16.4","4.5","4.5","3.0","4.5",".",".",".",".",".",".",".",".","."
"Sophomore","","201","3.544","42.8","32.8","16.4","3.5","3.0","1.0",".","0.5",".",".",".",".",".",".",".","."
"Junior","","280","3.324","30.0","29.6","25.0","7.1","3.6","1.8","1.1","0.7",".",".",".",".",".","1.1",".","."
"Senior","","383","3.445","37.3","26.9","23.8","4.4","3.1","0.3","0.5","3.1",".",".",".",".",".","0.5",".","."
"Undergraduates","","931","3.423","36.7","28.8","22.0","5.0","3.3","1.1","0.9","1.6",".",".",".",".",".","0.5",".","."
"Special","","40","3.750","27.5","7.5","7.5",".",".",".",".","42.5",".",".",".",".",".","2.5","12.5","."
"Graduate","","99","3.830","62.6","11.1","8.1",".",".",".",".","4.0","1.0",".",".","11.1","2.0",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","1072","3.457","38.8","26.3","20.1","4.4","2.9","0.9","0.7","3.5","0.1",".",".","1.0","0.2","0.6","0.5","."
