"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"","999
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"BIOCHEM
200","Dept. Total","1304","3.287","34.4","15.0","19.0","3.9","6.5","0.8","0.7","18.3",".",".",".","1.0","0.2",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","2.893","50.0",".","12.5","6.3","12.5","6.3","6.3",".",".",".",".","6.3",".",".",".","."
"Junior","","195","3.012","29.2","12.3","24.6","10.8","18.5","2.1","2.1",".",".",".",".",".","0.5",".",".","."
"Senior","","395","3.242","41.5","16.2","22.0","6.6","11.1","1.5","0.5",".",".",".",".",".",".",".","0.3","0.3"
"Undergraduates","","606","3.151","37.8","14.5","22.6","7.9","13.5","1.8","1.2",".",".",".",".","0.2","0.2",".","0.2","0.2"
"Special","","21","3.109","28.6","14.3","42.9",".",".",".","9.5","4.8",".",".",".",".",".",".",".","."
"Graduate","","664","3.558","31.5","15.4","15.2","0.5","0.5",".",".","35.1",".",".",".","1.8","0.2",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","12","3.722","33.3","25.0","8.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","13","3.722","30.8","23.1","7.7",".",".",".",".","38.5",".",".",".",".",".",".",".","."
"","Dept. Total","1304","3.287","34.4","15.0","19.0","3.9","6.5","0.8","0.7","18.3",".",".",".","1.0","0.2",".","0.1","0.1"
