"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"908","003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912
Adv Research-Drawing","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","10","3.776","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","080","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","090","","7","3.853","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","30","3.968","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","2","***","","","","","","","","","","","","","","","",""
"944
Adv Research-Art Metal","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","6","3.906","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","8","3.921","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","9","3.842","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","067","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","8","3.947","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","76","3.925","88.2","10.5","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
