"","999
041","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
054","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","10","4.000","90.0",".",".",".",".",".",".",".",".",".","",".",".","10.0",".",".","."
"ED PSYCH
315","Dept. Total","1198","3.684","56.1","25.3","9.0","2.7","1.1","0.1","0.4","4.3","0.1",".","",".","0.1","0.7","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.476","42.2","32.8","10.9","7.8","3.1",".","1.6",".",".",".","",".",".",".",".",".","1.6"
"Sophomore","","213","3.542","47.4","29.1","16.0","4.2","1.9","0.5","0.9",".",".",".","",".",".",".",".",".","."
"Junior","","240","3.537","42.5","32.9","16.7","4.6","2.1",".","0.4",".",".",".","",".","0.4","0.4",".",".","."
"Senior","","279","3.705","55.9","31.9","6.8","2.2","0.7",".","0.4","1.8",".",".","",".",".","0.4",".",".","."
"Undergraduates","","796","3.592","48.5","31.5","12.6","3.9","1.6","0.1","0.6","0.6",".",".","",".","0.1","0.3",".",".","0.1"
"Special","","30","3.741","50.0","33.3","6.7",".",".",".",".","10.0",".",".","",".",".",".",".",".","."
"Graduate","","367","3.911","73.0","10.9","1.6","0.3",".",".",".","12.0","0.3",".","",".",".","1.6","0.3",".","."
"Prof Yr 1","","5","3.800","60.0","40.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","5","3.800","60.0","40.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1198","3.684","56.1","25.3","9.0","2.7","1.1","0.1","0.4","4.3","0.1",".","",".","0.1","0.7","0.1",".","0.1"
