"","991
004","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","991
009","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","991
010","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Linguistc&Germanic Philolgy","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","952","3.473","48.2","19.7","18.2","3.6","4.4","0.7","0.9","3.8","",".","0.1","",".","0.1","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","231","3.501","45.0","22.9","26.8","2.6","1.3","0.4","0.9",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","169","3.309","40.2","24.3","17.2","6.5","8.9","1.2","1.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","170","3.448","46.5","17.6","24.1","4.1","5.3","1.2",".","1.2","",".",".","",".",".","",".",".",".","."
"Senior","","172","3.417","41.9","27.3","16.3","3.5","5.8","1.2","1.2","2.9","",".",".","",".",".","",".",".",".","."
"Undergraduates","","742","3.426","43.5","23.0","21.6","4.0","5.0","0.9","0.9","0.9","",".",".","",".",".","",".",".",".","."
"Special","","26","3.278","50.0","7.7","11.5",".","11.5",".","7.7","11.5","",".",".","",".",".","",".",".",".","."
"Graduate","","183","3.802","67.2","7.7","5.5","2.2","1.1",".",".","14.2","",".","0.5","",".","0.5","",".",".","1.1","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","952","3.473","48.2","19.7","18.2","3.6","4.4","0.7","0.9","3.8","",".","0.1","",".","0.1","",".",".","0.2","."
