"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2580","3.426","42.4","23.0","18.5","7.9","3.8","1.2","0.5","2.1","0.0","0.3","0.0","0.2","0.1",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","124","3.173","21.8","29.0","31.5","8.9","4.0","4.0","0.8",".",".",".",".",".",".",".",".","."
"Sophomore","","342","3.175","25.4","25.1","26.9","11.4","7.9","2.0","0.6",".",".","0.3",".",".","0.3",".",".","."
"Junior","","720","3.373","38.8","25.3","20.3","10.4","2.9","1.3","0.8","0.1",".",".","0.1",".",".",".",".","."
"Senior","","1186","3.506","49.1","21.2","16.3","6.4","3.5","0.8","0.3","1.6","0.1","0.6",".",".","0.1",".",".","."
"Undergraduates","","2372","3.399","41.1","23.4","19.8","8.5","4.0","1.3","0.5","0.8","0.0","0.3","0.0",".","0.1",".",".","."
"Special","","9","3.438","11.1","55.6","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Graduate","","183","3.860","61.2","15.3","1.6","0.5","1.1",".",".","17.5",".",".",".","2.2","0.5",".",".","."
"Prof Yr 1","","5","3.500","60.0","20.0",".",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.455","36.4","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","16","3.469","43.8","25.0","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","College Total","2580","3.426","42.4","23.0","18.5","7.9","3.8","1.2","0.5","2.1","0.0","0.3","0.0","0.2","0.1",".",".","."
