"","999
054","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
070","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","18","3.933","83.3","11.1",".",".",".",".",".","5.6",".",".","",".",".",".",".",".","."
"E C E
320","Dept. Total","2688","3.225","36.5","19.2","18.0","8.7","5.6","2.0","1.3","6.0","0.0","0.3","",".","2.0","0.1","0.0","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","1.909","25.0",".","25.0",".",".",".","50.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","140","2.976","35.7","24.3","20.7","8.6","5.0","3.6","2.1",".",".",".","",".",".",".",".",".","."
"Junior","","640","2.948","32.7","18.3","21.4","13.8","7.0","3.9","2.7",".",".",".","",".",".","0.2",".","0.2","."
"Senior","","1171","3.210","38.7","20.2","20.4","10.0","7.7","2.0","0.9","0.1",".",".","",".",".",".",".","0.1","."
"Undergraduates","","1955","3.108","36.5","19.8","20.8","11.1","7.3","2.7","1.7","0.1",".",".","",".",".","0.1",".","0.1","."
"Special","","33","3.670","54.5","18.2","15.2","3.0",".",".",".",".",".",".","",".",".","6.1","3.0",".","."
"Graduate","","775","3.613","32.1","16.0","9.3","1.9","1.2","0.1","0.1","20.8","0.1","10.8","",".","6.8","0.1",".","0.4","."
"","Dept. Total","2763","3.225","35.5","18.7","17.5","8.4","5.5","2.0","1.2","5.9","0.0","3.0","",".","1.9","0.1","0.0","0.2","."
