"Seminar in Art Education","951
001","","8","3.929","75.0","12.5",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","12.5",".","."
"","999
059","","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
061","","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Independent Reading","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","","78","3.805","76.9","9.0","6.4","5.1","",".","",".","",".","",".","",".",".","",".","",".","1.3","1.3",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","32","3.688","68.8","12.5","6.3","12.5","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","32","3.688","68.8","12.5","6.3","12.5","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","","32","3.922","87.5","9.4","3.1",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","14","3.806","71.4",".","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","7.1","7.1",".","."
"","Dept. Total","","78","3.805","76.9","9.0","6.4","5.1","",".","",".","",".","",".","",".",".","",".","",".","1.3","1.3",".","."
