"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"940","019","","12","3.667","25.0","16.7","8.3",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"940","020","","21","3.667","42.9","47.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","022","","18","3.607","38.9","16.7","22.2",".",".",".",".","16.7",".",".",".",".",".",".","5.6","."
"940","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"940","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"940","028","","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","","250","3.722","51.2","20.8","12.8",".","0.4",".",".","13.6",".",".",".",".","0.4",".","0.8","."
"942
European Union Law","001","","13","3.538","38.5","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"950","001","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950","002","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950","003","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"950","005","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","","42","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"953
Problems:Bus Org-Seminar","001","","16","3.688","56.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"954
Corporate Finance Law","001","","25","3.500","44.0","12.0","16.0","4.0",".","4.0",".","20.0",".",".",".",".",".",".",".","."
"974
Law & Economics-Seminar","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"985
Probs in Consumer Law-Smr","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"988
Select Probs-Envrnmtl Law","001","","15","3.667","46.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".","13.3","6.7"
"989
Environmental Law and Practice","001","","16","3.778","37.5","12.5","6.3",".",".",".",".","43.8",".",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
