"","990
068","3","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
070","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
071","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","57","",".",".",".",".",".",".",".","94.7",".",".",".","",".","1.8",".","3.5","."
"ZOOLOGY
970","Dept. Total","3650","3.005","26.1","14.9","29.3","7.3","15.0","3.6","1.2","1.6","0.0","0.8",".","",".","0.0",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","464","2.742","15.1","17.2","27.8","12.9","18.8","6.9","1.3",".",".",".",".","",".",".",".",".","."
"Sophomore","","1206","2.933","20.5","15.8","35.0","8.6","14.6","4.0","1.3","0.1",".","0.2",".","",".",".",".",".","."
"Junior","","765","3.064","26.4","13.9","32.2","6.5","15.8","3.5","0.5",".",".","1.0",".","",".",".",".","0.1","."
"Senior","","965","3.104","31.9","15.2","25.6","5.3","15.8","2.5","1.3","0.1","0.1","2.1",".","",".",".",".","0.1","."
"Undergraduates","","3400","2.988","24.3","15.4","30.7","7.8","15.8","3.9","1.1","0.1","0.0","0.9",".","",".",".",".","0.1","."
"Special","","49","3.017","36.7","14.3","16.3","6.1","12.2","2.0","6.1","4.1",".",".",".","",".",".",".","2.0","."
"Graduate","","198","3.750","54.5","7.1","8.6",".","0.5",".",".","27.8",".",".",".","",".","0.5",".","1.0","."
"Prof Yr 1","","3","2.000",".",".",".",".","100.0",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","3","2.000",".",".",".",".","100.0",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","3650","3.005","26.1","14.9","29.3","7.3","15.0","3.6","1.2","1.6","0.0","0.8",".","",".","0.0",".","0.1","."
