"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"693","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","4","***","","","","","","","","","","","","","","","",""
"694","011","","14","3.767","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"694","065","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","44","3.912","88.6","9.1","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","040","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","017","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","53","3.987","98.1","1.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","12","3.859","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","26","3.932","88.5","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".","3.8","."
"701
Prosmr-Experimental Psych","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"706
Prosmr-Developmental Psych","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Proseminar-Biological Psych","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711
Current Topics in Psych","003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"733","001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
