"HEC","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","625","3.519","51.5","20.3","14.9","7.0","3.7","0.3","0.2","1.0","",".","0.8","0.2","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","49","3.448","44.9","22.4","10.2","18.4",".",".",".",".","",".","2.0",".","",".","2.0",".",".","."
"Junior","","176","3.468","49.4","19.9","19.3","6.3","3.4","0.6","0.6",".","",".",".","0.6","",".",".",".",".","."
"Senior","","371","3.543","53.9","19.9","14.3","6.2","4.3","0.3",".",".","",".","1.1",".","",".",".",".",".","."
"Undergraduates","","597","3.513","51.8","20.3","15.4","7.2","3.7","0.3","0.2",".","",".","0.8","0.2","",".","0.2",".",".","."
"Graduate","","28","3.728","46.4","21.4","3.6","3.6","3.6",".",".","21.4","",".",".",".","",".",".",".",".","."
"","Dept. Total","625","3.519","51.5","20.3","14.9","7.0","3.7","0.3","0.2","1.0","",".","0.8","0.2","",".","0.2",".",".","."
