"Pre-Dissertator's Research","890
068","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar","900
001","8","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Research and Thesis","990
004","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"G L E
418","Dept. Total","102","3.302","32.4","24.5","23.5","5.9","3.9","",".","",".","8.8","",".",".","",".","",".","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","9","3.706","77.8",".","11.1",".","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","62","3.174","19.4","35.5","32.3","8.1","4.8","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","71","3.231","26.8","31.0","29.6","7.0","5.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.143","50.0",".",".","50.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","29","3.595","44.8","10.3","10.3",".",".","",".","",".","31.0","",".",".","",".","",".","",".",".","3.4","."
"","Dept. Total","102","3.302","32.4","24.5","23.5","5.9","3.9","",".","",".","8.8","",".",".","",".","",".","",".",".","1.0","."
