"PHILOSOPHY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"545
Philos Concepts-Tch&Learng","001","","12","3.591","25.0","58.3","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"549
Great Moral Philosophers","001","","19","3.263","47.4","10.5","26.3",".","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"555
Political Philosophy","001","","27","3.389","33.3","33.3","29.6",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"560
Metaphysics","001","","19","2.526","21.1","10.5","31.6","10.5","5.3",".","21.1",".",".",".",".",".",".",".",".","."
"571
Mathematical Logic","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"582
Senior Honors Seminar","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599
Directed Study","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"692
Senior Thesis","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699
Directed Study","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","11","",".",".",".",".",".",".",".","90.9",".",".",".",".","9.1",".",".","."
"920
Smr-Philosophy of Science","001","","11","3.889","63.6","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","9.1"
"941","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"941","002","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Ethics","Course Total","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"951
Seminar-Philosophy of Mind","001","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"960
Metaphysics Seminar","001","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"961
Smr-Philosophy of Religion","001","","13","3.722","46.2","7.7","15.4",".",".",".",".","15.4",".",".",".",".","15.4",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","033","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","33","",".",".",".",".",".",".",".","93.9","6.1",".",".",".",".",".",".","."
"999","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","5","***","","","","","","","","","","","","","","","",""
