"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","10","2.800","40.0","20.0","10.0",".","10.0",".","20.0",".",".",".",".",".",".",".",".","."
"Intro to American Law","601
001","34","3.456","32.4","29.4","35.3","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","602
001","13","3.538","38.5","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","14","3.536","35.7","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","27","3.537","37.0","37.0","22.2","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
001","15","3.656","66.7",".","20.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"","711
001","100","3.480","39.0","24.0","33.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"","711
002","88","3.455","39.8","18.2","36.4","4.5","1.1",".",".",".",".",".",".",".",".",".",".","."
"","711
003","23","3.609","47.8","26.1","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
711","24","3.667","54.2","25.0","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
005","21","3.571","47.6","19.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
006","24","3.479","37.5","20.8","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","280","3.505","41.8","21.8","33.2","2.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"","714
001","93","3.446","34.4","22.6","40.9","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","714
002","90","3.478","40.0","17.8","40.0","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","70","3.507","41.4","20.0","37.1","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","004
714","24","3.625","58.3","8.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","277","3.487","40.1","19.1","39.0","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","715
001","68","3.456","39.7","14.7","42.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","715
002","66","3.500","36.4","27.3","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
003","23","3.674","56.5","21.7","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
004","23","3.630","43.5","39.1","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
715","21","3.548","42.9","23.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
006","52","3.471","40.4","25.0","28.8",".","5.8",".",".",".",".",".",".",".",".",".",".","."
"","715
007","22","3.568","50.0","22.7","22.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","275","3.518","41.8","23.6","32.4","0.7","1.5",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","21","3.667","47.6","19.0","19.0",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","723
001","13","3.231",".","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","13","3.462","15.4","61.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","10","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","3.385","15.4","46.2","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
723","11","3.500","18.2","63.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","13","3.654","38.5","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
723","14","3.464","42.9","7.1","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","13","3.500","30.8","38.5","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","13","3.462","7.7","76.9","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","14","3.571","35.7","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
723","13","3.769","69.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","13","3.500","30.8","38.5","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
723","11","3.545","18.2","72.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","11","3.636","36.4","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 325 of 399",""
