"PhD Thesis-Marketing","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"","999
034","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
138","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1351","3.379","28.8","31.0","29.5","8.1","1.3","0.1","0.1","1.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.000",".","50.0","25.0",".","25.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","384","3.219","18.0","24.2","42.4","13.3","1.6",".",".","0.5","",".",".","",".","",".","",".",".",".","."
"Senior","","592","3.373","27.2","32.4","29.4","8.6","0.8","0.2","0.3","1.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","980","3.311","23.5","29.3","34.5","10.4","1.2","0.1","0.2","0.8","",".",".","",".","",".","",".",".",".","."
"Special","","70","3.264","24.3","27.1","31.4","11.4","5.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","300","3.650","47.3","37.3","13.0",".","0.3",".",".","2.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1351","3.379","28.8","31.0","29.5","8.1","1.3","0.1","0.1","1.0","",".",".","",".","",".","",".",".",".","."
