"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Contemp Iss-Engr Profession","101
001","193","3.835","77.7","16.1","2.6","1.0","1.0",".","","0.5",".","",".","",".",".","",".","","0.5","0.5",".","."
"","160
001","171","3.412","35.1","26.9","24.6","12.3","1.2",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","002
160","102","3.619","53.9","22.5","16.7","3.9","2.0",".","",".",".","",".","",".",".","",".","",".","1.0",".","."
"Introduction to Engineering","Course Total","273","3.489","42.1","25.3","21.6","9.2","1.5","",".",".","",".","",".",".","",".","",".",".","0.4",".","."
"INTEREGR
496","Dept. Total","466","3.555","56.9","21.5","13.7","5.8","1.3","",".","0.2","",".","",".",".","",".","",".","0.2","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","403","3.548","56.8","21.6","12.9","6.5","1.5","",".",".","",".","",".",".","",".","",".","0.2","0.5",".","."
"Sophomore","","62","3.590","56.5","21.0","19.4","1.6",".","",".","1.6","",".","",".",".","",".","",".",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","466","3.555","56.9","21.5","13.7","5.8","1.3","",".","0.2","",".","",".",".","",".","",".","0.2","0.4",".","."
"","Dept. Total","466","3.555","56.9","21.5","13.7","5.8","1.3","",".","0.2","",".","",".",".","",".","",".","0.2","0.4",".","."
