"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"201
Intro Pre-Modern Literature","001","63","2.968","19.0","27.0","25.4","11.1","7.9","1.6","6.3",".",".",".",".",".",".","1.6",".","."
"202
Intro to Mod & Contemp Lit","001","124","3.232","13.7","54.0","20.2","4.8","1.6","0.8","4.0",".",".",".",".",".",".","0.8",".","."
"203
Intro Cross-Cultrl Lit Form","001","189","3.340","19.0","40.7","31.2","6.3","1.1",".","0.5","0.5",".",".",".",".",".","0.5",".","."
"288
Masterpcs of Lit-Honors II","001","13","3.692","61.5","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"289
Intro to Lit Forms-Honors","001","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"353
Drama","001","24","3.753","50.0","41.7","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"475
Poetics and Literary Theory","001","17","3.782","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"691","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"692
Senior Thesis","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","11","3.804","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"731
Teaching in the Discipline","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"768
Literature and Ideas","001","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"779
Lit and the Grp Experience","001","8","3.786","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"822
Seminar-Translation","001","13","3.615","53.8","30.8","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"990","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".","11.1","."
"999
Independent Work","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
